comment,score
"很好的课
但是考试不好
适合旁听和学习",3.5
建议旁听,3.5
建议旁听，不建议选。,3.5
旁听很好，选了也能给自己一些动力(笑),3.5
老师讲课认真但是比较枯燥，内容比较基础好理解，考试开卷，题目均来自上课笔记，平时认真学就能拿到不错的分数。,4.0
嗯，，真的很无聊,2.25
挺水的，就是写几篇文章，期末会考试，考试也比较简单,2.25
没办法逃课，每节课都在画画..画的头晕脑胀，最后给分比较低！80多吧都,2.5
上课很有趣！！而且你永远不会知道你身边藏了什么样的画画大佬,2.5
感觉...其实不太适合一点素描基础都没有的同学去选  不过如果为了学分而去的话无所谓啦,2.5
老师很认真负责，讲解古今中外美术作品，认真听应该能学到很多，但是有一点枯燥。最后给分比较低，大概还不到85分,2.5
风趣幽默,4.4
幽默风趣，老师真棒,4.4
特别有趣，好评！,4.4
总结:给分很高的水课,3.5
比较水，考试开卷，还会透题,4.0
5k字论文,3.3571428571428577
"每节课都刷脸签到！
最后的大论文能写死你！",3.3571428571428577
刷脸签到，明明每次都去结果缺勤一次，莫名其妙扣了6分（签到共60分），但是论文给分真的很高，最后扣了6分签到分照样93，也能接受，至少不是很拉goa,3.3571428571428577
每次课都去签到，结课论文按要求完成好，分数就不会低,3.3571428571428577
"不得不说，我这学期写得最认真的论文，加上平时上课做的笔记，还是没给到90。也可能是我的问题
天天签到，院长讲的不错，另一个老师比较水。",3.3571428571428577
每节课都点名签到，考核是5k字左右大论文，只要按照格式写了，分都不会低。,3.3571428571428577
论文给分不高,2.333333333333333
给分不是很高,2.333333333333333
课蛮有趣的，就是给分不太高,2.333333333333333
薛大师啊懂得都懂风水算命无所不通,2.75
听薛大师漫天遨游，但是两级分制请谨慎选择。,2.75
"两级分制信息北航显示70，但好像不算gpa？
最后就写一几百字的小文章
上课不点名",2.75
"2019级表示不考试，分数90+
听薛大师讲围棋中的人生道理",2.75
虽然我退课了但是我还是要说，这门课不考试，给分也改了，改成大家都是90+了,2.75
这门课甚至可以不去，补作业的好地方，结课写一篇600字感想就OK，给分90或者91,2.75
上课当自习，考核就600字感想，给分还特别高,2.75
水课，每节课签到，期末事情很多,0.0
非常差，老师打分极低，大几率不及格,1.25
老师人很好，课程很有趣，分一般95+，两人一组做无人机，有材料有教程，简单且好玩，制作好自己组的无人机之后就不统一上课了，只需要自己抽时间来练习飞行，练习时间满之后可以考试，考试是操控无人机进行一些简单的操作。,3.75
期末考试占比很大，慎选,3.1
老师讲的东西不少，认真听听也蛮有意思的，最后会给一个ppt，考试很容易过，,3.1
期末开卷考试，全都是PPT上的知识点，我上学期买了一本教材(书名为课程名)，考前对着PPT画了一遍知识点，考试没有未画到的题(考后感觉买教材没有必要)，最重要的是我寒假时发现网上有试卷，2011年的，应该是好多年都没有变了，拿高分比较容易。,3.1
开卷考试很水 给分高,3.1
可以，老师很好，,3.1
没有较好的艺术鉴赏能力，最后大概就80分吧（这个应该是理论课，还有一个对应的实践课）,3.0
对没有舞蹈基础的女生不友好,2.8333333333333335
期末有组队写小型课堂展示和闭卷考试，给分很好。,4.333333333333334
给分非常非常好，95＋很普遍，平时没有作业，最后有一个小组展示。考试会提前一节课泄题。,4.333333333333334
老师上课真的很有趣，给分也很好,4.666666666666667
老师上课讲的很有趣，就是闭卷考试有点难搞，不过加上平时分还有课堂展示，分挺高的。,4.666666666666667
老师很漂亮很漂亮,4.666666666666667
很好很强大。老师上课认真而考试水,4.45
"唯一一门拿满分的课
（不过需要点音乐基础就是了）",4.45
认真就有分，而且很高,4.45
考试都是老师上课讲的内容，需要上课听讲哦～给分都比较高的??,4.45
平时上课了解知识听听音乐感觉很不错，作业认真完成的话，期末考试不会差。我属于音乐素养和知识都一片空白的，考试交了卷以为自己要gg了，最后给出来的成绩还是非常满意～,4.45
老师上课认真负责有激情，平时不点名（考试前点过一次），最后考试为半开卷，可以携带留过的作业进场，考的都是上课讲过的，难度不大。最后给分非常高，很满意。,4.45
"去年的这课考评
3次签到+结课论文
论文多堆点字数
就能得个90+的分",4.6
老师讲得非常专业，大一表示听着有些吃力orz，不过如果下半学期学过矩阵报名会好些吧。留过一次作业一次大论文，按照老师要求基本没问题的,4.6
除了上课特别难之外别的都挺好，最后分也给的挺高的,4.6
课程内容有点硬核，老师有时候还点名回答问题。。。最后论文认真写写得分挺高，我得了95+,4.6
很无聊，论文很迷，给分也不高,0.1428571428571428
老师给分非常胡乱任性，很不负责的那种,0.1428571428571428
排雷,0.1428571428571428
本课程成绩与你上不上课，交不交作业毫无关系,0.1428571428571428
emmm，貌似是两级评分，很难受,0.1428571428571428
作业少但给分低,1.5
给分低，很无聊，论文纯无中生有,1.5
无聊，给分很迷,1.5
哎，给分很迷，课程枯燥,1.5
可以去故宫鸟巢玩,3.0
只要认真完成课程报告，也就是查阅20篇文献给出一个问题的大概描述就分就挺高的,4.25
作业只要完成检索任务就可以，而且老师是上课的时候给时间做，下课之前就能做完，考试是开卷很简单，和作业差不多，给分高，学一下查论文还比较实用,4.25
唔～第一我们大一上是要写一些论文的，学会信息检索 掌握多种渠道真的好用啊啊啊,4.25
大一上学期上这门课最大的收获就是发现了知网，会用这种数据库检索资料了。整体来说可谓一门又轻松又有用的课。,4.25
我感觉嗷，给分挺低的。每节课都有点名和作业，老师比较严格。,4.25
"这门课讲一些最基本的逻辑，对形成逻辑思维很有帮助（反正我上完课之后真的中毒了）。会做很多有趣的逻辑题。囿于各种原因，老师引入名词之前缺乏解释，逻辑规律的脉络并不清晰，几乎是直接上手做题。
曹庆萍老师人非常好。偶尔点名。五级评分制，最高也许是90分。",4.25
老师风趣幽默，通识课经验丰富，课堂气氛把握的很棒，授课内容多为结合个人经历的科学史，但课改后要求每堂课上交笔记，两三人一组进行课堂展示，略微硬核，最终评分尚可，总体一般,2.6666666666666665
每节课都要写课堂总结，最后几周展示并提交报告,2.6666666666666665
给分似乎不是特别的好,2.6666666666666665
很好玩的课；可以显著锻炼人的创造能力；注重培养学生的人文素养和科学素养；老师尽职尽责、和蔼可亲；比较硬核，给分一般，2学分的课给分不是特别高，如果比较认真对待的话可以拿到85+。但是我没有拿到90?? 唉,3.5
课很有趣，不过给分低,3.1666666666666665
给分低,3.1666666666666665
给分低?? ,3.1666666666666665
现在最后给的分提高了，是90分！,3.1666666666666665
"这次90分了！
",3.1666666666666665
直接给90分,3.1666666666666665
太难了,3.25
"每周都要讨论，发邮件，要花点时间认真做，还要有自己的观点
上课可摸鱼",3.25
考核是跳舞或合唱选一个组队表演 给分90以上能保证,4.0
会放不同的音乐或者影视片段，来解析或者让大家一起揣测人物内心。还会赠各种交响乐票,4.0
给分很高的。平时出勤30，期末考试35，小组展示35。期末考试有些难搞，其他还是给分不错的。,5.0
课程非常非常无聊，而且老师说什么我都听不懂(是真的完全完全陌生)，非常水非常水。最后是小组做个展示，感觉我们做的并不好但是分数意外的高……90+,3.5
老师挺有意思，也容易通过，就是给分少,2.875
两级制给分 论文考核 1学分一般通识 对北京风水和薛峰老师课程感兴趣的同学可以选择~,2.875
"这是一个可以听着玩的课程
给分通过70 但不算GPA",2.875
我拿了90多分啊，态度好听听课好好写最后的论文还是给分可以滴,2.875
不难，没有考试，作业比较多，每周都要写影评，课上有小组讨论，还有一次小组pre和一个结课作文，不算难，认真做就好。总之，如果发言积极的话，这门课容易得高分。只需要每部电影写影评（英语）以及大作业展示（给定若干题目）&结课论文。,3.5
参与越多，收获越多！,4.757575757575758
老师很好！上课很有趣，而且可以听到很多同学各种各样的观点，还有各种优秀的名人演讲，学习到很多演讲的技巧(｡･ω･｡)ﾉ♡,4.757575757575758
很实用，既增长了实用英语的能力，同时也开阔了我们的眼界，体会到不同文化之间的多样性，还培养了我们表达自我的能力。,4.757575757575758
老师人超级好！内容有深度又有趣！口语自然清晰！,4.757575757575758
非常nice的通识课，可以学到很多东西,4.757575757575758
课挺好，但如果想拿高分（95以上）还是比较难的,4.757575757575758
初老师超级棒,2.6666666666666665
初老师教给我们很多，课堂上积极讨论的时候很开心,2.6666666666666665
回答问题和平时作业就是考核了，没有考试。,2.6666666666666665
课程论文比较硬核，但是不太难,3.833333333333333
论文3-5k左右，别太糊弄，90+没问题。课程平时无作业，知识有意思，好评好评~,3.833333333333333
课程内容和名字高度一致，最后有个论文比较好写，反正是讲航天史的。卢教授口音很重，凑合听吧。点名只说过没做过。,3.833333333333333
可以了解一些工业制造、算法的前沿知识（机器学习、智能制造之类），但知识密度感觉并不高。最后要求以课堂讲述内容为基础设计一个产品（类似冯如杯创意大赛？），以20页以上PPT的形式展示，如果认真做还是会有不少收获的。我看了一些论文，了解了不少关于神经网络的知识。给分奇高。,4.0
课程应该是由三位老师分段上课，分别是基本概念，西方哲学史基础和案例分析。第一段对思维能力有一定要求，但是作为思维游戏和逻辑培养则很不错；第二段比较枯燥，是考试客观题的主要内容；第三段有点像讲故事。闭卷考试难度不太高（主观题有难有易）。随便听课大概在85-90之间，认真可上95。,4.0
谢老师为人和善，内容紧靠时事，作为入门课程非常推荐，考核的话有一次小组展示和开卷考试（主要是熟悉ppt上的例题233），参考分数:90,5.0
其实不是开卷考试 网课 在网上考试 所以可以随便查 但给分似乎是两级制emmm总之不推荐 过了也就是70,1.6666666666666665
没意思……真的……,1.6666666666666665
"老师讲课还可以
经常会点同学回答问题
虽然每节课老师都会教授职业方面的知识，但上完课之后感觉没什么收获
结课作业记不太清了，应该是论文",2.0
康锐老师非常幽默风趣，讲课水平很高，助教老师会交关于资料查询以及论文写作的相关知识，非常适合新生选课，便于学习相关学术写作的技能,4.166666666666667
还行 同学和老师一起打分，所以比较捉摸不定吧，老师本人非常有趣，可以听到很多小故事小段子哈哈哈哈哈,4.166666666666667
每年考核略有不同,3.0
这门课给分还好，但是作业很多，每节课都要写很长的作业，还有期中期末的大作业（我记得好像最少三千字以上）以及期末考试。不感兴趣的慎入，选课做好心理准备，想好了愿意并且能够完成作业再选，不然真的扣分甚至挂科,4.25
期末给分不太高，不过可能是因为我平时没认真听讲,3.875
学院路来课，给分可，没有很多理论的东西，更多的是技巧性的东西，很实用。,3.875
老师很随和，会有些课堂互动，给分五级制,4.0
听不懂,2.5
这个主要是学习制作网页，分为个人作业和小组作业，都是制作完成一个网站，个人作业只要上交了就是100分，小组作业要通过最后的课堂展示，一群老师在下面进行评分，分出一二三等奖，有奖品，然后小组作业的成绩就是根据评比等级来给分，最重要的一点，自己如果菜的话，小组分组的时候，一定要找大佬,4.142857142857143
巨肝,4.142857142857143
说是学html，结果网课完全就是跟着视频写成一摸一样的，不仅爆肝而且没意义，（还迷之出现代码和视频一样网页结果不一样的情况）作业做对了才有分，不是上面说的都是满分，哪里错了也不知道也不能改。最后小组展示大佬用的也都不是上课教的东西，靠上课知识展示分高不了。,4.142857142857143
网课虽然有丶过时了，但对初学者很友好，最后给分也挺宽容,4.142857142857143
平时主要靠看网课学习做网页，大班课可听可不听，分小班后会分小组合作完成大作业，自己还要完成自己的个人主页，小组作业会参与评奖，一般只靠网课学的不太可能得奖，自己菜一定要找大佬。最重要一点：巨肝！,4.142857142857143
"老师讲课还可以
每节课都有作业
结课的时候会在烤漆安排考试，虽然是闭卷，但背完课堂上讲过的一些基本的发动机知识就能拿到很高的分数了",3.9615384615384617
丁院长亲自讲，讲的很好哦,3.9615384615384617
丁院长超牛逼！！有趣！可以听到很多趣闻，不过，丁院长有时候可能比较忙。。。所以一学期有几次课可能是助教上（这就要看运气了），还有从这学期开始改成半开卷考试了，可以带一张A4纸的资料，嗯，轻松了一丢丢,3.9615384615384617
非常不错的一门课,3.9615384615384617
"每周作业有点多
给分还不错",3.9615384615384617
期末半开卷，给分挺高的，丁院长讲课也很有意思,3.9615384615384617
有时会拖课 ?? ,3.9615384615384617
吹爆丁院长,3.9615384615384617
这个课是在后半学期上的，本来计划有个大论文结果没了。不过每节课有小作业,3.9615384615384617
考试就是控制虚拟机器人写个字。在开始的几节有几节很难的理论课。不会不影响考试。前面要写四个实验报告，比较有难度。,5.0
老师刚开始会硬核劝退，对没有基础的同学不太友好，但是坚持都后面其实就不是很难了。最后会控制虚拟机器人写字，写出来会非常有成就感的。不过课程时长多，完成每周任务需要的时长也很多。,5.0
这是一门新生研讨课，但是真的不适合新生啊～更适合大二已经学过相关知识的来，不然纯大一研讨来研讨去还是没什么东西，建议学校改一改他的属性或者唉。。,2.0
期末考试就给了70分，一般,2.6666666666666665
两季制，通过70分，不通过49分,2.6666666666666665
认真写作业每周花费时间很长，给分低，两极制，通过70，不点名，翘课的人挺多，老师不会管自习的人,2.6666666666666665
上课讲的是关于适航的标准，法律法规，公司与局方的具体操作，没有考试，很轻松。,4.0
非常建议报！我们当时安排了八节课，前四节课是学习理论，一般都是放视频看图片之类的，很有趣！后四节课是在课上自己动手做一个放生飞行器，老师提供工具，有学长，老师的耐心指导，只要做成功的都会给到100分，非常喜欢这个老师！！！,4.7
非常推荐，最后几节课会手工制作，最后大部分都是满分,4.7
"老师是五院的工程师，课是在周六早上，只要全勤，上课积极，最后有一个不到1000的小论文，给分就没问题
ps：老师上课不让玩手机哦",3.5
课很好，，但测评方式是辩论 ，一些毫无宇航常识的人仅仅因为口齿伶俐得高分,4.0
不硬核，但也导致学的知识没那么多，更多是经验一类的，对仪器科学的认识还是会有点肤浅,3.642857142857143
1000字论文结束，分数还算可以，挺水的，根本没学到什么东西……意义不大,3.642857142857143
能学到一些人生道理，理解一些仪器上的知识。挺水的,3.642857142857143
讲的没有专业课深，但可以作为一个很好的入门。想进17系的学弟学妹们可以选这门课。,3.642857142857143
课程内容主要是表演时语音语言语调的处理。课程本身内容不是特别有趣，但是孟昭宜老师真的很有耐心~而且可以看得出来水平也很高。最后的考核可以选择写1500字论文或者在课堂上展示所学成果，而且给分很不错(我96)。作业方面…每周有语音训练的作业(但是其实不做也没事),4.5
超级喜欢老师！（老师唱歌很好听哈哈哈哈哈）讲的也很棒！老师比某些必修课老师备课都要认真很多！,4.5
老师特别有趣，上课教的内容主要是读各种诗、文章和贯口，有点类似于教你朗诵，会点人来读。期末上台选几段文字读，都是教过的，比较简单。给分高，我报了课代表有加分，最后满分我自己都震惊了。其他人估计也有90+,4.5
教了实用的自我管理方法，只上两次课，考核是写600字小论文，作为5级制的课给分也很好，强烈推荐,5.0
只上两次课，每次一下午，很有趣，对大学生活有指导意义，还教咋谈恋爱。给分名义上是五级，实际上所有人得分都一样，90分，只要交一篇文章就好，字数不多。,5.0
教材很好看(｡･ω･｡)ﾉ♡,4.2
对将来很有帮助，期末论文2000，给分85-95据说以后会更高，组长的分更高,4.2
老师很好，上课讲的具有实用性，建议没有明确规划的同学去上,4.2
对大一的同学来说，这门课无法告诉你选择哪个专业。但是这是一个帮助认识自我的过程，也会有很多的协作和锻炼，见识了很多不一样的活动,4.2
大作业很好，能让自己静下来规划自己，上课也会有很多关于未来规划的干货，一定要认真听静心思考，这样才能有收获,4.2
挺好的，对人生规划挺有作用的，但是给分可能不会特别高。一般上课积极发言可以保证90+,4.2
内容对于大学生来说非常实用，用心学的话收获很大。而且积极参与的同学可以拿到非常高的分数,4.2
老师好看！,4.2
给分高！,4.2
我91，感觉给分蛮高的啦,4.2
硬核,4.2
"基本就是念ppt而且内容非常无聊 
强行吹中国古代数学尬死了",2.0
"老师讲课很有趣
结课作业是自己设计一个电机驱动的机器，最好能建模",1.5
老师上课翻ppt，讲的跟主题没啥关系，最后要你做个机器人论文，solodwork建模，考勤全到给80。我就拿了80。。。,1.5
老师很有意思，就是课程设置有点问题,1.5
18年秋季上的课。课程内容比较乏味，说是学科前沿，但感觉有很多时候都是在讲3系的师资力量之类的。本来有去学院路校区做实验的内容，后来也被取消了。期末考核开卷，答案基本上可以在百度和讲的PPT上找到，给分感觉还不错。,3.5
很失望,3.5
适合水分，学的没啥用主要是吹3系。考试多看看前一节课给的网站里的实验手册，给分超级高。,3.5
3系广告课，开卷考试查百度和3系网站就行。对于非士谔不点名。,3.5
会有点枯燥，反正我是没能认真学，最后学的也不多，可能认真了解相关知识会更有收获？,3.0
上课无趣，大家都在看手机，但是给分很好。考核方式是老师给一篇关于导弹方面的英文论文，将其摘要翻译成中文，按翻译准确度给分，但是是完全开卷的，所以其实不太用担心不认识专有名词,4.25
讲的有关人机器学习和图像识别的一些浅显的知识。考核是5页以上的论文。,3.75
讲得挺好的，期末是两千字论文但我才70分，可能是我太菜了吧（sigh）,2.75
课程比较有趣，期末写2000字论文有点难搞。给分不太行，最后就70，也可能我太菜了吧,2.75
论文字数不能仅仅达到字数要求（手动滑稽,2.3571428571428577
名字叫智能微信其实主要在讲批判性逻辑思维和系统工程，还不错，推荐画画好的同学选,3.7142857142857144
画图课，主讲批判性逻辑思维，老师很有趣，考试只要认真听课都会得不错的分数,3.7142857142857144
上课就开始侃大山，感觉也没讲什么和卫星有关的东西，主要在锻炼你的逻辑思维和让你画画。最后考试也是画画，太扯了。给分一般85到90之间。,3.7142857142857144
内容比较简单而且很有意思 还可以康动画片?? 考试也都是很简单的内容 背背单词就过了,5.0
暑期课课程，硬核，当时全程查单词…不过认真听并拍照，课下复习的话会收获很大,4.0
该课程为校党校党课，因为太辛苦所以赠送一学分，但是没人会想要那一学分??本课程考核形式之多样居北航各类课程之首，只要是能想到的考核形式，它都有；本课程工作量之大令人发指，顶个工科数学分析不为过；本课程给分之低令人愤慨，本人300人排前8%，拿了83分。但提升党性修养，你值得拥有！,1.0
一门硬核通识课，想水学分的不建议选。但想打好数学基础的强烈推荐，老师人非常好。认真学下来拿高分也不难,5.0
需要小组展示一个ppt，一节课时长，给分良心,5.0
老师很有想法，但是课程内容比较单调，对于大一刚进来的同学可能会显得不太有吸引力。,4.25
初老师真的超级好,4.5
期末自主设计的机器人展示答辩（小组互评）还有一个报告，给分不是很高，对于没有基础的学生制作起来有一些困难，主要是自己探索，老师讲的很少，还是挺有意思的。,3.5
比较硬核，如果真的热爱可以尝试，会要求课堂展示和论文，可以自由发言，有读诗任务,4.25
我觉得这门课真的不错，我最后得分91也还挺满意不知道别人都是多少,4.25
期中要写3000字关于古典舞的论文，期末为小组舞蹈加个人舞蹈展示，都为自主创编。不建议肢体不协调没有舞蹈基础的同学选，因为得分不会很高。真对舞蹈有兴趣建议找个会跳舞的同学带一带。,2.5
前几节课会讲一些和海报相关的理论知识，后几节课老师会帮助你完成你自己的系列海报，最后需要打印出来并且进行展示。课上会简单讲解PS用法(如果不会可以直接问老师！我PS不会用的功能都是老师帮忙操作的)，给分不错(90分),4.5
老师人很好，讲课特别有意思，给分特别高。,3.0
